title,platform,provider,skills,rating,review_count,url,description,difficulty,duration,language
Getting started with TensorFlow 2,Coursera,Imperial College London,Skills: Convolutional Neural Network  numbers (spreadsheet)  Keras  Early Stopping  Validation Set  compiler  Deep Learning  Tensorflow  Feedforward Neural Network  Artificial Neural Networks data-science machine-learning,4.9,,https://www.coursera.org/learn/getting-started-with-tensor-flow2,"Welcome to this course on Getting started with TensorFlow 2!  In this course you will learn a complete end-to-end workflow for developing deep learning models with Tensorflow, from building, training, evaluating and predicting with models using the Sequential API, validating your models and including regularisation, implementing callbacks, and saving and loading models.   You will put concepts that you learn about into practice straight away in practical, hands-on coding tutorials, which you wil",Advanced,,English
Git + GitHub for Open Source Collaboration,Coursera,Coursera Project Network,Skills: c standard library  git (software)  php  differential forms  open source  video game development  github  Java Programming  software  Software Engineering information-technology support-and-operations,4.1,,https://www.coursera.org/learn/git-and-github,"By the end of this project, you will be able to collaborate with any GitHub repository on the Internet. You'll learn to add and push your code changes, create and merge branches, fork projects, and send pull requests for making your updates mainstream.   This guided project is for people who want to collaborate, share and version- control code in an effective and transparent manner. Knowledge of it is a differential for anyone engaged in the tech ecosystem, from developers to scientists, special",Intermediate,,English
Git for Developers Using Github,Coursera,Coursera Project Network,Skills: project  distributed version control  fork (system call)  software  editing  git (software)  repurchase agreement  Python Programming  Computer Programming  github computer-science software-development,4.5,,https://www.coursera.org/learn/git-for-developers-using-github,"This course will give you a first look at using git to manage your code's version control, as well as offering an introduction to accessing the Github tools you'll need as a beginner. Developers need version control, and git is an industry standard. Github's ability to make a repository easily accessible to a distributed team, as well as its support for agile development, make it a valuable tool for every developer's toolbox.  By the end of this project, you will create a Github-hosted repositor",Beginner,,English
Giving Helpful Feedback,Coursera,University of Colorado Boulder,Skills: performance  Leadership and Management  motivation  psychology  behavior  Communication  employment  Performance Management  process  dignity business business-essentials,4.8,,https://www.coursera.org/learn/feedback,"This course teaches you the simple principles expert managers use to improve and motivate employee performance. You�ll never have to avoid telling an employee �the truth� again, because the seven techniques we teach will not make employees defensive or afraid. As a manager, or someone who would like to be a manager, you�ll also learn specifically what feedback is, how negative feedback is weighed more heavily than positive, and how positive feedback can super-charge behaviors such as creativity ",Intermediate,,English
Giving Sense to Your Leadership Experience,Coursera,HEC Paris,Skills: self-awareness  Resilience  Leadership and Management  experience  confidence  Creativity  leadership style  consensus decision-making  team management  leadership business leadership-and-management,4.5,,https://www.coursera.org/learn/leading-sense,"With this course you will position your own leadership style and grow your resilience  In this course, second course of the ""Inspirational Leadership"" Specialization, you will discover the characteristics of charismatic leadership.  You�ll personally learn how to embody these traits through the �Savoir-Relier� (art of connecting and leading with sense) methodology, which covers 3Gs: being Genuine, Generous, and Generative.  You will then choose which style of leadership best fits you, why and wh",Intermediate,,English
Global Arctic,Coursera,�cole Polytechnique F�d�rale de Lausanne,Skills: climate change  global  project  oil  voting interest  Geology  affair  entry point  biodiversity  system dynamics social-sciences governance-and-society,4.9,,https://www.coursera.org/learn/global-arctic,"The GlobalArctic MOOC introduces you the dynamics between global changes and changes in the Arctic. This course aims to highlight the effects of climate change in the Polar region. In turn, it will underline the impacts of a warmer Arctic on the planet Earth. For human civilization, the Arctic stands both as a laboratory and a warning for human kind.  Besides, this course gives course followers an understanding of the key challenges and pathways to sustainable development in the Arctic region.  ",Beginner,,English
Global Challenges in Business Capstone,Coursera,University of Illinois at Urbana-Champaign,Skills: supply chain  global  pricing  market segmentation  go to market  market (economics)  corporate social responsibility  strategic management  Target Market  added value business business-essentials,4.5,,https://www.coursera.org/learn/global-challenges-business-capstone,The capstone for the Global Challenges in Business specialization will provide a learning experience that integrates across all the courses within that specialization. It will involve analysis of a situation concerning an actual business with a view to work toward a global stakeholder engagement business plan for introduction of a new product. Students will analyze a situation taking the vantage point of a global company and develop a global stakeholder engagement plan for a specific geography (,Advanced,,English
Global Diplomacy â Diplomacy in the Modern World,Coursera,"Dr Dan Plesch, SOAS University of London",,4.7,5156,,,,13.0,English
Global Diplomacy � Diplomacy in the Modern World,Coursera,University of London,Skills: Communication  foreign policy  dialogue  Negotiation  public diplomacy  policy analysis  history  diplomatics  international relations  analysis social-sciences governance-and-society,4.6,,https://www.coursera.org/learn/global-diplomacy,"The Global Diplomacy course is a unique offering to the MOOC environment. Bringing together cutting edge research in the broad fields of Diplomatic and International Studies, award winning distance learning delivery and the instructors previous experience of delivering a successful MOOC. Please see the volume Global Diplomacy: Theories, Types and Models authored with Dr Alison Holmes, (Westview, 2016), and the Understanding Research Methods MOOC from Coursera.      The Global Diplomacy MOOC has ",Beginner,,English
Global Diplomacy: the United Nations in the World,Coursera,University of London,Skills: Communication  Critical Thinking  Leadership and Management  international relations  global  analysis  law  humanitarian  Writing  international law social-sciences governance-and-society,4.7,,https://www.coursera.org/learn/global-diplomacy-un,"The course offers a well-researched and broad-ranging primer to the United Nations system.  Consisting of an introduction to the complex UN family and its history, and a series of �snapshots� of key UN functions, which are used to explore important UN themes and help learners develop important analysis, communication, and policy-based skills.  The course is aimed broadly at people interested in learning more about the United Nations system, assuming a level of interest but no necessary previous ",Intermediate,,English
"Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention",Coursera,Imperial College London,Skills: Epidemics  disease  Vaccine Development  outbreak  mosquito  infectious diseases  epidemic  infection  emerging infectious disease  public health life-sciences public-health,4.8,,https://www.coursera.org/learn/global-disease-masterclass-communicable,"This course is all about infectious diseases. We�ve selected four disease areas � HIV, Malaria, Emerging Infectious Diseases (Ebola and Zika), and TB � and we will go through each in turn. We�ve selected these diseases because they span a range of different types of disease and allow us to look at important issues that relevance of other diseases too. We will look at each disease in the same way: we begin by looking at the aetiology and epidemiology of the diseases. We then show how data on this",Intermediate,,English
Global Disease Masterclass: Global Disease Distribution,Coursera,Imperial College London,Skills: global  Determinants  General Statistics  Risk  Studentized Residual  health data  risk factors  Risk Factor  Chi-Squared Distribution  disease life-sciences public-health,4.5,,https://www.coursera.org/learn/global-disease-distribution,"The Global Diseases Masterclass is part of the full-degree Masters of Public Health that the School of Public Health. By the end of this specialisation, our aim is that students will be able to critically apply epidemiological concepts to major global diseases and be able to appraise and recommend policy options to combat them.  Global Diseases Masterclass: Global Disease Distribution In this course, we will introduce students to the most important trends and pattern in health and disease on a g",Beginner,,English
Global Disease Masterclass: Non-communicable Diseases,Coursera,Imperial College London,Skills: global  epidemic  public health  disease  oncology  non-communicable disease  diabetes  home security  Cancer  dementia life-sciences public-health,4.6,,https://www.coursera.org/learn/global-disease-non-communicable,"Welcome to this course on the aetiology, epidemiology and interventions for non-communicable diseases of the Global Diseases Masterclass. We�ve selected four disease areas and will go through each in turn. The diseases we�ve chosen are: Colorectal Cancer, Cardiovascular Disease (CVD), Dementia, and Diabetes. We have selected these non-communicable diseases because they span a range of different types of disease process and because of the expertise and experience that our School of Public Health ",Conversant,,English
Global Energy and Climate Policy,Coursera,University of London,Skills: renewable energy  low-carbon economy  analysis  energy economics  climate change  Energy Policy  policy analysis  Energy Systems  energy  Climate Policy social-sciences governance-and-society,4.6,,https://www.coursera.org/learn/globalenergyandclimatepolicy,"The Global Energy and Climate Policy course offers an introduction to the theoretical and practical understanding of how energy and climate change policies are designed, shaped, advocated and implemented. As energy markets go truly global, domestic energy policies are becoming more and more entangled with wider issues of international governance. Concurrently, the urgent need to mitigate and adapt to climate change and transition to a low-carbon future is adding a further layer of complexity.   ",Intermediate,,English
Global Environmental Management,Coursera,Technical University of Denmark (DTU),Skills: Urban Planning  Leadership and Management  resource  Planning  Solid Waste Management  environmental management system  Water Resource Development  Environmental Protection  resource management  sustainability physical-science-and-engineering environmental-science-and-sustainability,4.7,,https://www.coursera.org/learn/global-environmental-management,"Learn about the best environmental technologies for a sustainable development and how they are managed in various settings around the world. This course gives you an opportunity to learn about global trends that influence our environment and the living conditions and how different management systems and approaches that are used around the world to manage the environment. This includes current environmental technologies built for the environment and technologies for sustainable soil management, g",Intermediate,,English
Global Financial Markets and Instruments,Coursera,Rice University,Skills: financial instrument  instrumentation (computer programming)  stock valuation  market (economics)  stock  Finance  investment  trading  bond valuation  financial markets business finance,4.4,,https://www.coursera.org/learn/global-financial-markets-instruments,"Get a running start in the high-stakes world of financial investment! This first course is designed to help you become an informed investor by providing you with the essential concepts for long-term success in managing money.   You�ll start by learning the role of financial markets and financial assets in a well-functioning economy. From there, you�ll learn about the wide range of financial instruments available in major asset classes, their features and valuations. You�ll explore how financial ",Conversant,,English
Global Financing Solutions  (by EDHEC and Soci�t� G�n�rale),Coursera,EDHEC Business School,Skills: Mergers & Acquisitions  asset  modern portfolio theory  trade finance  islamic banking and finance  credit risk  structured finance  Finance  bond market  leveraged buyout business finance,4.6,,https://www.coursera.org/learn/global-financing-solutions,"The MOOC Global Financing Solutions is your online gateway to better understanding of the dynamics of Finance, and its role at the very heart of promoting the �real economy� and global growth. Concretely, you will learn how companies finance themselves using banks and capital markets.   We will look at the role of syndication, and how it links issuers looking to raise capital to grow their businesses with investors looking to manage their assets and possibly liabilities. The role of banks in wid",Advanced,,English
Global Health Diplomacy,Coursera,The State University of New York,Skills: Problem Solving  running  animal health  choice  Human Learning  Disease Management  in situ  prevention  must  bellman equation social-sciences governance-and-society,4.5,,https://www.coursera.org/learn/global-health-diplomacy,"Having completed this course, learners will be able to: Describe and analyze the opportunities, challenges and limits of Global Health Diplomacy. Examine the diplomatic, financial, and geopolitical context that underlies global health decision-making. Explain the role of the many players in the space, including governments, philanthropists, and multilateral institutions .  Course Objective The field of global health is often thought of purely in medical or public health terms, but there are impo",Beginner,,English
Global Health Policy,Coursera,The University of Tokyo,Skills: Disaster Response Experiene  long-term care insurance  elderly care  pandemic  financial risk  pandemics  global  health policy  epidemic  health system life-sciences public-health,4.6,,https://www.coursera.org/learn/global-health-policy,"In this course, learners will become familiar with principles and theories of global health problems, and major challenges and controversies in improving global population health as well as practical applications of quantitative methods to analyze and interpret issues and challenges for policy. Topics will include health and foreign policy, health governance, acute disease surveillance, non-communicable diseases, burden of disease, universal health coverage, health systems strengthening, health ",Intermediate,,English
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",Coursera,University of Geneva,Skills: public health  public health emergency of international concern  global  safety  emergency  climate change  epidemic  awareness  Communication  Collaboration life-sciences public-health,4.8,,https://www.coursera.org/learn/international-health-regulations,"Welcome to the MOOC ""Global Health Security, Solidarity and Sustainability through the International Health Regulations"".  We are very excited to have you on board and hope you will enjoy the course!  In the coming 6 weeks, you will learn about the International Health Regulations (IHR), history of its creation and evolution, its major principles and implementation procedures, as well as challenges and future opportunities. We will talk about lessons learned from the previous epidemics and envir",Advanced,,English
Global Health and Humanitarianism,Coursera,University of Manchester,Skills: bear  maternal health  global  health care  humanitarian  disasters  thought  disaster  analysis  resource social-sciences governance-and-society,4.8,,https://www.coursera.org/learn/health-humanitarianism,"Welcome to the Global Health and Humanitarianism MOOC. We are delighted to have you with us, and hope that the next six weeks will provide an interesting and thoughtful experience for you.   We hope the course will give you an overview of global health and humanitarianism in theory and in practice. These fields overlap, and are connected, in many significant ways. However, we have used three key themes to explore our subjects: each key theme will be discussed over two week blocks by specialist c",Beginner,,English
Global Health at the Human-Animal-Ecosystem Interface,Coursera,University of Geneva,Skills: disease  animal health  interfaces  public health  biodiversity  animal  ecohealth  global  emerging infectious disease  one health life-sciences public-health,4.5,,https://www.coursera.org/learn/global-health-human-animal-ecosystem,"The University of Geneva, Institute Pasteur, University of Montreal and Centre Virchow-Villerm�/University Paris Descartes welcome you to this MOOC on ""Global Health at the Human-Animal-Ecosystem Interface""!  Over the next 8 weeks, you will explore and learn about some of the major and current Global Health Challenges at the Human-Animal-Ecosystem Interface: zoonotic emerging infections (e.g. Ebola, Nipah, MERS, Avian Influenza), antimicrobial resistance, neglected tropical diseases (e.g. rabies",Advanced,,English
Global Health: An Interdisciplinary Overview,Coursera,University of Geneva,Skills: sustainability  research and development  Communication  health system  Leadership and Management  health research  global  disease  drug development  public health life-sciences public-health,4.6,,https://www.coursera.org/learn/global-health-overview,"This course proposes an overview of current global health challenges drawing on the insights of several academic disciplines including medicine, public health, law, economics, social sciences and humanities. This interdisciplinary approach will guide the student into seven critical topics in global health.",Beginner,,English
Global Impact: Business Ethics,Coursera,University of Illinois at Urbana-Champaign,Skills: principle  justice  ethics  egoism  shareholders  emerging markets  corporate social responsibility  global  stakeholder theory  analysis business business-essentials,4.7,,https://www.coursera.org/learn/business-ethics,"Global business ethics is the study and analysis of how ethics and global business are connected. How we should treat each other and our organizations in global and local contexts is the topic of  this course.  Business ethics and corporate responsibility are inherent in global commerce. Commerce is about markets, and markets entail exchanges between people and groups of people. So commerce is about human relationships, and indeed, it could not be otherwise.   One of the important challenges in ",Intermediate,,English
Global Impact: Cultural Psychology,Coursera,University of Illinois at Urbana-Champaign,Skills: cultural psychology  globalize  Target Market  psychology  brand  multiculturalism  global  market (economics)  Culture  stock business business-essentials,4.7,,https://www.coursera.org/learn/cultural-psychology-globalization,"Globalization has brought dramatic changes to the marketplace. A proliferation of global brands brings diverse cultures to a consumer population that is also growing culturally diverse. This course enables students to understand how globalization changes consumers at a psychological level, and provides tools for imbuing brands with cultural meanings�creating iconic brands�that can resonate with global consumers. The focus is on understanding that culture exists in the mind (e.g., values and beli",Intermediate,,English
Global Navigation Satellite Systems and Applications,NPTEL,IIT Roorkee,,,,https://nptel.ac.in/courses/105107194,,,4 Weeks,English
"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors",Coursera,University of Illinois at Urbana-Champaign,Skills: hazard analysis and critical control points  supply chain  food security  prevention  global  food technology  food science  agriculture  chaining  agricultural products physical-science-and-engineering environmental-science-and-sustainability,4.8,,https://www.coursera.org/learn/postharvest,"This course provides an overview of the issue of postharvest loss of grains by exploring essential physical, technical, and social dimensions of postharvest supply chains and loss prevention methods globally.  Each year, estimates suggest that 1/3 of all food produced is lost or wasted, making postharvest loss a critical global food security and sustainability issue of today. Key knowledge areas are presented including: -An overview of postharvest loss -Supply chain activities such as harvesting",Advanced,,English
Global Procurement and Sourcing,Coursera,Rutgers the State University of New Jersey,"Skills: Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management",4.7,4.7(1.9K reviews),,,,,English
Global Statistics - Composite Indices for International Comparisons,Coursera,University of Geneva,Skills: elasticity of substitution  imputation (statistics)  index  measurement  Target Market  recursively enumerable set  Tariffs  youth  General Statistics  global data-science data-analysis,4.7,,https://www.coursera.org/learn/global-statistics,"The number of composite indices that are constructed and used internationally is growing very fast; but whilst the complexity of quantitative techniques has increased dramatically, the education and training in this area has been dragging and lagging behind. As a consequence, these simple numbers, expected to synthesize quite complex issues, are often presented to the public and used in the political debate without proper emphasis on their intrinsic limitations and correct interpretations.   In ",Intermediate,,English
Global Strategy I: How The Global Economy Works,Coursera,University of Illinois at Urbana-Champaign,Skills: relative change and difference  economy  competitiveness  case study  analysis  foreign direct investment  trading  Economic Models  emerging markets  global business business-strategy,4.8,,https://www.coursera.org/learn/global-strategy,"Starting in the late 1990s, �globalization� became a buzzword to describe the apparent integration of markets in the world economy. Many authors and pundits claimed that the world was converging towards a market-friendly democratic place, while gurus and consulting firms were not short of formulae and advice on how to make profits out of the global economy. Decades later, new realities show that globalization does not mean political, cultural, and economic convergence and that forces against it ",Advanced,,English
Global Strategy II: Doing Business in The Global Economy,Coursera,University of Illinois at Urbana-Champaign,Skills: value chain  global  market (economics)  chaining  global value chain  Strategy  economy  strategic alliances  foreign direct investment  first-mover advantage business business-strategy,4.9,,https://www.coursera.org/learn/global-strategy-two,"This course explores the ways firms overcome challenges when operating globally. The global economy is characterized for its high complexity and uncertainty.  Corporations trying to succeed in the global economy need to develop different types of strategies depending on where they are conducting business or what type business they are in.  Students taking this course will learn how to determine the best strategy to follow when expanding globally, the advantages and disadvantages of those strateg",Advanced,,English
Global Warming I: The Science and Modeling of Climate Change,Coursera,The University of Chicago,Skills: methane  modeling  climate change  energy  chemistry  Greenhouse Gas  carbon  carbon cycle  global  f.lux physical-science-and-engineering environmental-science-and-sustainability,4.5,,https://www.coursera.org/learn/global-warming,"This class describes the science of global warming and the forecast for humans� impact on Earth�s climate. Intended for an audience without much scientific background but a healthy sense of curiosity, the class brings together insights and perspectives from physics, chemistry, biology, earth and atmospheric sciences, and even some economics�all based on a foundation of simple mathematics (algebra).",Advanced,,English
Global sustainability and corporate social responsibility: Be sustainable,Coursera,Macquarie University,Skills: global  proactivity  corporate social responsibility  corporate bond  social entrepreneurship  organizing (management)  sustainable business  hierarchical organization  Business Strategy  sustainability business business-strategy,4.8,,https://www.coursera.org/learn/global-sustainability-be-sustainable,"It is no longer acceptable for organisations to focus entirely on financial success if they are to be competitive on the global stage. As corporate scandals continue to make headlines, you will expand your strategic thinking beyond your organisation�s competitive financial environment to consider its broader impact on society. You will grapple with the conflicting outcomes of maximising financial return and societal impact as you develop the skills to create a balance that is sustainable. Throug",Advanced,,English
Globalization and Culture,NPTEL,IIT Kharagpur,,,,https://nptel.ac.in/courses/109105113,,,8 Weeks,English
Gmail,Coursera,Google Cloud,"Skills: Communication, User Experience, Google Cloud Platform, Leadership and Management, Business Communication, Business Process Management, Collaboration, Organizational Development, Problem Solving, Professional Development, Cloud Computing, Cloud Platforms",4.8,4.8(787 reviews),,,,,English
Gmail: The Foundation To Accessing Google Apps,Coursera,Coursera Project Network,Skills: Leadership and Management  project  organizing (management)  leadership  Problem Solving  label  Digital Marketing  Writing  Accounting  message business leadership-and-management,4.6,,https://www.coursera.org/learn/gmail-foundation-to-google-apps,"By the end of this project, you will create a Google account and set up Gmail to enable access to Google's free apps and services. You will learn how to neatly organize your Gmail, write an email with a signature, create labels for messages and set up Google chat to foster relationships within an organization.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Beginner,,English
Google Ads for Beginners,Coursera,Coursera Project Network,Skills: Advertising  Writing  Project Management  project  Google AdWords  Google AdSense  pay per click  Digital Marketing  Marketing  blogging business marketing,4.5,,https://www.coursera.org/learn/google-ads-beginner,"In this 2-hour long project-based course, you will learn how to get started with Google Search Ads and create successful campaigns to reach new customers and grow your business. We'll work on Google Ads, Google's online advertising platform.  You will drive qualified traffic, or best-fit customers to your business while they're searching on Google, for products and services like the ones that you offer.   By the end of the project, you will be able: - Create your account on Google Ads - Set up t",Beginner,,English
Google Advanced Data Analytics,Coursera,Google,"Skills: Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression, Statistical Analysis, Tableau Software",4.7,4.7(2.5K reviews),,,,,English
Google Business Intelligence,Coursera,Google,"Skills: Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Tableau Software",4.7,4.7(1.1K reviews),,,,,English
Google Cloud Big Data and Machine Learning Fundamentals,Coursera,Google Cloud,"Skills: Big Data, Cloud Computing, Cloud Platforms, Google Cloud Platform, Human Learning, Machine Learning",4.7,4.7(16K reviews),,,,,English
Google Cloud Database Engineer,Coursera,Google Cloud,"Skills: Databases, Cloud Computing, Google Cloud Platform, Data Management, Cloud Platforms, Database Administration, Database Application, SQL, Cloud Infrastructure, Cloud Storage, Data Analysis, Google App Engine, Kubernetes, PostgreSQL",4.7,4.7(48K reviews),,,,,English
Google Cloud Digital Leader Training,Coursera,Google Cloud,"Skills: Cloud Computing, Cloud Infrastructure, Google Cloud Platform, Cloud Management, Cloud Platforms, Cloud Applications, Cloud-Based Integration, Cloud Clients, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Data Management, DevOps, System Security, Data Architecture, Google App Engine, Collaboration, Innovation, Leadership and Management, Operations Management, Security Engineering, Machine Learning",4.8,4.8(3.8K reviews),,,,,English
Google Cloud Digital Leader Training 日本語版,Coursera,Google Cloud,Skills: Cloud Computing,4.5,4.5(31 reviews),,,,,English
Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Coursera,Google Cloud,Skills: Network Infrastructure  data centers  use case  Google Cloud Platform  Databases  Cloud Computing  virtual machine  software  scalability  recursively enumerable set information-technology cloud-computing,4.8,,https://www.coursera.org/learn/gcp-fundamentals-azure,"This course introduces you to important concepts and terminology for working with Google Cloud Platform (GCP). You learn about, and compare, many of the computing and storage services available in Google Cloud Platform, including Google App Engine, Google Compute Engine, Google Kubernetes Engine, Google Cloud Storage, Google Cloud SQL, and BigQuery. You learn about important resource and policy management tools, such as the Google Cloud Resource Manager hierarchy and Google Cloud Identity and Ac",Conversant,,English
Google Cloud Fundamentals: Core Infrastructure,Coursera,Google Cloud,"Skills: Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes",4.7,4.7(48K reviews),,,,,English
Google Cloud Fundamentals: Core Infrastructure dalam bahasa Indonesia,Coursera,Google Cloud,"Skills: Data Management, Databases, Computer Networking, Data Analysis Software, Cloud Computing, Computer Architecture, Network Security, Security Engineering, Business Analysis, Cloud Platforms, Communication, Cloud Storage, Google Cloud Platform, Google App Engine",4.9,4.9(606 reviews),,,,,English
Google Cloud Fundamentals: Core Infrastructure en Français,Coursera,Google Cloud,"Skills: Business Analysis, Cloud Computing, Data Analysis, Databases, Decision Making, Design and Product, Leadership and Management, Network Security, Security Engineering, Strategy, Google Cloud Platform",4.7,4.7(75 reviews),,,,,English
Google Cloud Infrastructure for Azure Professionals,Coursera,Google Cloud,"Skills: Cloud Computing, Cloud Platforms, Google App Engine, Google Cloud Platform",4.6,4.6(244 reviews),,,,,English
Google Cloud Platform Big Data and Machine Learning Fundamentals,Coursera,Google Cloud,Skills: google cloud dataproc  Machine Learning  Google Cloud Platform  Big Data  Cloud Storage  dataflow  bigquery  Cloud Platforms  Cloud Computing  Human Learning data-science machine-learning,4.6,,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,"This 2-week accelerated on-demand course introduces participants to the Big Data and Machine Learning capabilities of Google Cloud Platform (GCP). It provides a quick overview of the Google Cloud Platform and a deeper dive of the data processing capabilities.  At the end of this course, participants will be able to: � Identify the purpose and value of the key Big Data and Machine Learning products in the Google Cloud Platform � Use CloudSQL and Cloud Dataproc to migrate existing MySQL and Hadoop",Conversant,,English
Google Cloud Platform Fundamentals for AWS Professionals,Coursera,Google Cloud,Skills: bigquery  Cloud Platforms  load balancing  Network Infrastructure  Databases  Cloud Computing  Cloud Storage  Google Cloud Platform  data centers  Big Data computer-science computer-security-and-networks,4.7,,https://www.coursera.org/learn/gcp-fundamentals-aws,"This accelerated 6-hour course with labs introduces AWS professionals to the core capabilities of Google Cloud Platform (GCP) in the four technology pillars: networking, compute, storage, and database. It is designed for AWS Solution Architects and SysOps Administrators familiar with AWS features and setup and want to gain experience configuring GCP products immediately. With presentations, demos, and hands-on labs, participants get details of similarities, differences, and initial how-tos quick",Advanced,,English
Google Cloud Platform Fundamentals: Core Infrastructure,Coursera,Google Cloud,Skills: Google Cloud Platform  Big Data  Cloud Infrastructure  google storage  Cloud Storage  bigquery  Cloud Platforms  Kubernetes  Cloud Computing  Google App Engine information-technology cloud-computing,4.7,,https://www.coursera.org/learn/gcp-fundamentals,"This course introduces you to important concepts and terminology for working with Google Cloud Platform (GCP). You learn about, and compare, many of the computing and storage services available in Google Cloud Platform, including Google App Engine, Google Compute Engine, Google Kubernetes Engine, Google Cloud Storage, Google Cloud SQL, and BigQuery. You learn about important resource and policy management tools, such as the Google Cloud Resource Manager hierarchy and Google Cloud Identity and Ac",Conversant,,English
Google Cloud Product Fundamentals,Coursera,Google Cloud,Skills: cost  Culture  Google Cloud Platform  Cloud Platforms  multicloud  Application Development  Collaboration  Training  total cost of ownership  Cloud Computing business business-strategy,4.7,,https://www.coursera.org/learn/google-cloud-product-fundamentals,"This course builds on the Business Transformation with Google Cloud course by taking you on a journey into the technology lens of an organization's transformation. Specifically, we'll explain how an organization can achieve digital transformation using Google Cloud's technology through the following categories: modernizing its IT infrastructure, upgrading the way in which its teams develop applications that run a business, how it can leverage machine learning and artificial intelligence to build",Beginner,,English
Google Cloud Product Fundamentals en Español,Coursera,Google Cloud,"Skills: Google Cloud Platform, Cloud Computing, Planning",4.7,4.7(59 reviews),,,,,English
Google Cybersecurity,Coursera,Google,"Skills: Network Security, Python Programming, Linux, Cloud Computing, Algorithms, Audit, Computer Programming, Computer Security Incident Management, Cryptography, Databases, Leadership and Management, Network Architecture, Risk Management, SQL",4.8,4.8(20K reviews),,,,,English
Google Data Analytics,Coursera,Google,"Skills: Data Analysis, R Programming, SQL, Business Communication, Spreadsheet Software, Business Analysis, Data Visualization, Data Management, General Statistics, Big Data, Communication, Computer Programming, Data Science, Data Visualization Software, Databases, Exploratory Data Analysis, Extract, Transform, Load, Leadership and Management, Microsoft Excel, Problem Solving, Small Data, Statistical Programming, Tableau Software",4.8,4.8(137K reviews),,,,,English
Google Data Analytics (DE),Coursera,Google,"Skills: Design and Product, Data Analysis, Software Engineering, Microsoft Excel, Business Analysis, Computer Programming, SQL",4.4,4.4(28 reviews),,,,,English
Google Digital Marketing & E-commerce,Coursera,Google,"Skills: Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Sales, E-Commerce, Data Analysis, Social Media, Search Engine Optimization, Advertising, Communication, Persona Research, Strategy, Web Design, Web Development, Web Development Tools, Writing, Data Management, Market Analysis",4.8,4.8(23K reviews),,,,,English
Google IT Automation with Python,Coursera,Google,"Skills: Cloud Computing, Cloud Platforms, Collaboration, Computer Programming, Data Structures, Google Cloud Platform, Leadership and Management, Problem Solving, Python Programming",4.7,4.7(43K reviews),,,,,English
Google IT Support,Coursera,Google,"Skills: Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Computer Architecture, Critical Thinking, Problem Solving, Communication, Human Computer Interaction, Network Security, Linux, System Security, Cloud Computing, Computer Programming, Customer Support, Cryptography, Leadership and Management, Operating Systems",4.8,4.8(183K reviews),,,,,English
Google Marketing Digital e E-Commerce,Coursera,Google,"Skills: E-Commerce, Marketing, Search Engine Optimization, Strategy",4.9,4.9(1.1K reviews),,,,,English
Google Professional Workspace Administrator,Coursera,Google Cloud,"Skills: Leadership and Management, Account Management, Google Cloud Platform, Cloud Management, System Security, Cloud Applications, Cloud Platforms, Security Engineering, Operations Management, Software Security, Network Security, Cloud Computing, Data Management, Security Strategy, Cloud Infrastructure, Organizational Development, Other Cloud Platforms and Tools, Change Management, Cloud-Based Integration, Database Administration, Collaboration, Software As A Service, Strategy and Operations, Computer Security Incident Management, Planning, Strategy, Security Software, Project Management, Accounting",4.7,4.7(2.9K reviews),,,,,English
Google Project Management,Coursera,Google,"Skills: Leadership and Management, Planning, Communication, Strategy, Strategy and Operations, Business Analysis, Business Development, Business Psychology, Collaboration, Decision Making, Design and Product, Data Analysis, Entrepreneurship, Business Communication, Conflict Management, Emotional Intelligence, People Management, C++ Programming, People Analysis, Critical Thinking, Network Security, Adaptability, Organizational Development, Project Management, Culture",4.6,4.6(174 reviews),,,,,English
Google Project Management (DE),Coursera,Google,"Skills: Design and Product, Microsoft Excel, Software Engineering, Leadership and Management, Business Analysis, Business Design, Data Analysis, Marketing Design, Creativity, Persona Research, Customer Analysis",4.3,4.3(58 reviews),,,,,English
Google Project Management (PT),Coursera,Google,"Skills: Project Management, Process Analysis, Collaboration, Organizational Development, Communication, Decision Making, Strategy, Product Management, Business Communication, Adaptability, Agile Software Development, Change Management, Leadership and Management, People Analysis, Scrum (Software Development), Strategy and Operations, Continuous Integration, Risk Management, Spreadsheet Software, Professional Development, Programming Principles, Application Development",4.9,4.9(2K reviews),,,,,English
